Date,Close
2016-10-26,224.5560302734375
2016-10-27,228.54815673828125
2016-10-28,239.52642822265625
2016-10-31,249.50669860839844
2016-11-01,248.5086669921875
2016-11-02,249.50669860839844
2016-11-03,249.50669860839844
2016-11-04,248.5086669921875
2016-11-07,254.995849609375
2016-11-08,254.4968414306641
2016-11-09,249.50669860839844
2016-11-10,242.5205078125
2016-11-11,243.5185089111328
2016-11-14,238.5284576416016
2016-11-15,236.5323638916016
2016-11-16,233.5382537841797
2016-11-17,232.2907257080078
2016-11-18,235.0352783203125
2016-11-21,234.5363006591797
2016-11-22,236.5323638916016
2016-11-23,234.5363006591797
2016-11-24,232.5402374267578
2016-11-25,238.02940368652344
2016-11-28,238.7779235839844
2016-11-29,239.0274353027344
2016-11-30,237.5303497314453
2016-12-01,241.27296447753903
2016-12-02,234.5363006591797
2016-12-05,237.5303497314453
2016-12-06,239.52642822265625
2016-12-07,241.77200317382807
2016-12-08,241.5225067138672
2016-12-09,242.77001953125
2016-12-12,244.5165557861328
2016-12-13,246.51263427734372
2016-12-14,243.5185089111328
2016-12-15,236.5323638916016
2016-12-16,233.5382537841797
2016-12-19,228.54815673828125
2016-12-20,229.4463348388672
2016-12-21,229.04714965820312
2016-12-22,230.84359741210935
2016-12-23,232.2408447265625
2016-12-28,236.4325408935547
2016-12-29,234.5363006591797
2016-12-30,233.43849182128903
2017-01-03,240.1252593994141
2017-01-04,241.5225067138672
2017-01-05,242.62033081054688
2017-01-06,242.2210998535156
2017-01-09,238.8278045654297
2017-01-10,239.0274353027344
2017-01-11,238.72802734375
2017-01-12,240.5244903564453
2017-01-13,239.22702026367188
2017-01-16,241.5225067138672
2017-01-17,239.52642822265625
2017-01-18,240.82388305664065
2017-01-19,241.3228759765625
2017-01-20,237.5303497314453
2017-01-23,239.52642822265625
2017-01-24,237.03135681152344
2017-01-25,238.4286193847656
2017-01-26,241.22311401367188
2017-01-27,244.4167633056641
2017-01-30,246.7122344970703
2017-01-31,245.41477966308597
2017-02-01,245.8140106201172
2017-02-02,245.5145721435547
2017-02-03,247.01161193847656
2017-02-06,245.6143951416016
2017-02-07,244.81597900390625
2017-02-08,244.7161407470703
2017-02-09,243.5185089111328
2017-02-10,239.8258209228516
2017-02-13,238.5284576416016
2017-02-14,237.5303497314453
2017-02-15,235.833740234375
2017-02-16,232.1410217285156
2017-02-17,232.1410217285156
2017-02-20,230.44435119628903
2017-02-21,232.93946838378903
2017-02-22,235.43453979492188
2017-02-23,234.23687744140625
2017-02-24,231.24282836914065
2017-02-27,233.6381072998047
2017-02-28,235.5343170166016
2017-03-01,242.9197235107422
2017-03-02,255.19546508789065
2017-03-03,250.6045684814453
2017-03-06,254.4968414306641
2017-03-07,257.19158935546875
2017-03-08,258.0897216796875
2017-03-09,256.4928894042969
2017-03-10,255.89407348632807
2017-03-13,254.995849609375
2017-03-14,254.995849609375
2017-03-15,256.4928894042969
2017-03-16,255.49485778808597
2017-03-17,260.2853698730469
2017-03-20,259.1876220703125
2017-03-21,260.9840087890625
2017-03-22,263.7784423828125
2017-03-23,263.4790344238281
2017-03-24,264.2774353027344
2017-03-27,264.47705078125
2017-03-28,268.3694152832031
2017-03-29,272.4612731933594
2017-03-30,272.6609191894531
2017-03-31,278.4494934082031
2017-04-03,277.4513854980469
2017-04-04,276.4534606933594
2017-04-05,276.7528381347656
2017-04-06,278.6490478515625
2017-04-07,279.44757080078125
2017-04-10,280.445556640625
2017-04-11,283.8388061523437
2017-04-12,287.5315246582031
2017-04-13,288.5295715332031
2017-04-18,289.1284484863281
2017-04-19,291.4238586425781
2017-04-20,289.9267272949219
2017-04-21,294.9169006347656
2017-04-24,299.90704345703125
2017-04-25,305.29638671875
2017-04-26,308.3902893066406
2017-04-27,307.0928649902344
2017-04-28,306.4940185546875
2017-05-02,306.89324951171875
2017-05-03,297.4119567871094
2017-05-04,294.4179077148437
2017-05-05,295.4159240722656
2017-05-08,289.9267272949219
2017-05-09,293.9188537597656
2017-05-10,292.2222595214844
2017-05-11,294.4179077148437
2017-05-12,296.11456298828125
2017-05-15,295.31610107421875
2017-05-16,300.60565185546875
2017-05-17,299.0089111328125
2017-05-18,296.11456298828125
2017-05-19,299.4080810546875
2017-05-22,305.3962707519531
2017-05-23,312.7816162109375
2017-05-24,316.773681640625
2017-05-25,320.3666381835937
2017-05-26,324.35870361328125
2017-05-30,319.36865234375
2017-05-31,319.36865234375
2017-06-01,330.14727783203125
2017-06-02,341.92401123046875
2017-06-05,343.3212280273437
2017-06-06,329.748046875
2017-06-07,324.6581115722656
2017-06-08,325.1571350097656
2017-06-09,322.8616943359375
2017-06-12,313.87945556640625
2017-06-13,323.3607177734375
2017-06-14,323.3607177734375
2017-06-15,320.6659545898437
2017-06-16,324.6581115722656
2017-06-19,325.05731201171875
2017-06-20,328.2510070800781
2017-06-21,327.05340576171875
2017-06-22,334.7382202148437
2017-06-23,334.7382202148437
2017-06-26,334.77813720703125
2017-06-27,329.5295104980469
2017-06-28,323.3607177734375
2017-06-29,314.17877197265625
2017-06-30,318.57012939453125
2017-07-03,318.8695678710937
2017-07-04,313.0810546875
2017-07-05,309.3883361816406
2017-07-06,302.7015380859375
2017-07-07,300.9051513671875
2017-07-10,303.5997619628906
2017-07-11,303.5997619628906
2017-07-12,298.3102111816406
2017-07-13,297.9109802246094
2017-07-14,298.5098571777344
2017-07-17,302.90118408203125
2017-07-18,306.0948791503906
2017-07-19,309.3883361816406
2017-07-20,307.4920349121094
2017-07-21,312.5820007324219
2017-07-24,304.39825439453125
2017-07-25,307.59185791015625
2017-07-26,306.1946105957031
2017-07-27,312.68170166015625
2017-07-28,310.0869445800781
2017-07-31,310.0869445800781
2017-08-01,311.2845764160156
2017-08-02,308.3902893066406
2017-08-03,288.7291259765625
2017-08-04,283.9386901855469
2017-08-07,289.7272033691406
2017-08-08,291.3240051269531
2017-08-09,292.322021484375
2017-08-10,292.52166748046875
2017-08-11,285.3358459472656
2017-08-14,291.6234741210937
2017-08-15,289.4277038574219
2017-08-16,290.7251892089844
2017-08-17,288.6293640136719
2017-08-18,285.735107421875
2017-08-21,285.03643798828125
2017-08-22,285.4356384277344
2017-08-23,287.3319396972656
2017-08-24,288.2301025390625
2017-08-25,286.1343688964844
2017-08-29,283.0404357910156
2017-08-30,284.4376220703125
2017-08-31,286.3339233398437
2017-09-01,279.0482482910156
2017-09-04,276.8526611328125
2017-09-05,275.85455322265625
2017-09-06,270.5650939941406
2017-09-07,272.471923828125
2017-09-08,277.6618957519531
2017-09-11,271.2742919921875
2017-09-12,267.0823669433594
2017-09-13,268.87896728515625
2017-09-14,263.0902099609375
2017-09-15,257.30133056640625
2017-09-18,258.69873046875
2017-09-19,261.6929016113281
2017-09-20,268.9787292480469
2017-09-21,266.2839660644531
2017-09-22,266.48358154296875
2017-09-25,270.475830078125
2017-09-26,269.77716064453125
2017-09-27,270.1763916015625
2017-09-28,272.57177734375
2017-09-29,273.3702392578125
2017-10-02,279.45849609375
2017-10-03,280.156982421875
2017-10-04,282.95172119140625
2017-10-05,282.35284423828125
2017-10-06,283.6502990722656
2017-10-09,283.45074462890625
2017-10-10,281.1551513671875
2017-10-11,278.859619140625
2017-10-12,280.3566589355469
2017-10-13,278.759765625
2017-10-16,204.6035003662109
2017-10-17,212.5880126953125
2017-10-18,216.08128356933597
2017-10-19,212.38841247558597
2017-10-20,213.9853363037109
2017-10-23,212.5880126953125
2017-10-24,206.89907836914065
2017-10-25,206.6994781494141
2017-10-26,204.20428466796875
2017-10-27,199.2139129638672
2017-10-30,195.82052612304688
2017-10-31,195.5211334228516
2017-11-01,191.42901611328125
2017-11-02,185.83985900878903
2017-11-03,181.64797973632807
2017-11-06,188.53463745117188
2017-11-07,189.2332763671875
2017-11-08,187.63638305664065
2017-11-09,188.6344451904297
2017-11-10,190.03176879882807
2017-11-13,190.92996215820312
2017-11-14,189.63253784179688
2017-11-15,189.432861328125
2017-11-16,198.11605834960935
2017-11-17,205.00271606445312
2017-11-20,200.6112365722656
2017-11-21,197.7168731689453
2017-11-22,195.9203338623047
2017-11-23,197.61705017089844
2017-11-24,195.1218719482422
2017-11-27,194.42320251464844
2017-11-28,189.63253784179688
2017-11-29,190.7303924560547
2017-11-30,193.624755859375
2017-12-01,199.11412048339844
2017-12-04,203.80506896972656
2017-12-05,206.9988555908203
