Date,Close
2015-01-02,2925.1474609375
2015-01-05,2975.0654296875
2015-01-06,2959.092041015625
2015-01-07,2998.02783203125
2015-01-08,3042.95263671875
2015-01-09,3011.005615234375
2015-01-12,3057.928466796875
2015-01-13,3047.94384765625
2015-01-14,2996.0302734375
2015-01-15,3002.0205078125
2015-01-16,2985.048828125
2015-01-19,3014.998779296875
2015-01-20,3011.005615234375
2015-01-21,3049.941162109375
2015-01-22,3082.886474609375
2015-01-23,3120.82373046875
2015-01-26,3104.85009765625
2015-01-27,3064.916259765625
2015-01-28,3062.919677734375
2015-01-29,2995.03271484375
2015-01-30,2992.03662109375
2015-02-02,2916.1630859375
2015-02-03,2929.141357421875
2015-02-04,2916.1630859375
2015-02-05,2903.184326171875
2015-02-06,2900.189453125
2015-02-09,2877.227294921875
2015-02-10,2906.179931640625
2015-02-11,2915.16455078125
2015-02-12,2958.09326171875
2015-02-13,2895.19775390625
2015-02-16,2867.244140625
2015-02-17,2894.19921875
2015-02-18,2942.1201171875
2015-02-19,2937.290283203125
2015-02-20,2870.397705078125
2015-02-23,2893.360107421875
2015-02-24,2891.36376953125
2015-02-25,2905.3408203125
2015-02-26,2912.329833984375
2015-02-27,2917.322509765625
2015-03-02,2971.235595703125
2015-03-03,2945.276611328125
2015-03-04,2979.22314453125
2015-03-05,3033.136474609375
2015-03-06,3027.145751953125
2015-03-09,3030.140625
2015-03-10,3007.177734375
2015-03-11,3025.148681640625
2015-03-12,3092.042236328125
2015-03-13,3125.987060546875
2015-03-16,3188.88623046875
2015-03-17,3154.94091796875
2015-03-18,3189.88525390625
2015-03-19,3194.876953125
2015-03-20,3195.875244140625
2015-03-23,3145.955810546875
2015-03-24,3105.020751953125
2015-03-25,3040.125
2015-03-26,3019.15869140625
2015-03-27,3235.811279296875
2015-03-30,3268.75830078125
2015-03-31,3290.72314453125
2015-04-01,3252.784423828125
2015-04-02,3304.700439453125
2015-04-07,3351.625732421875
2015-04-08,3318.678466796875
2015-04-09,3333.654296875
2015-04-10,3364.60498046875
2015-04-13,3348.63037109375
2015-04-14,3290.72314453125
2015-04-15,3253.78173828125
2015-04-16,3226.826416015625
2015-04-17,3211.849609375
2015-04-20,3183.894775390625
2015-04-21,3182.896484375
2015-04-22,3168.91845703125
