Date,Close
2015-01-02,723.0496826171875
2015-01-05,720.0598754882812
2015-01-06,722.5516357421875
2015-01-07,730.026123046875
2015-01-08,726.5377807617188
2015-01-09,735.5074462890625
2015-01-12,746.96875
2015-01-13,817.7288208007812
2015-01-14,814.2406616210938
2015-01-15,838.657958984375
2015-01-16,821.71533203125
2015-01-19,832.67822265625
2015-01-20,829.1901245117188
2015-01-21,837.6611938476562
2015-01-22,838.1595458984375
2015-01-23,856.5970458984375
2015-01-26,840.1527099609375
2015-01-27,826.6985473632812
2015-01-28,824.2068481445312
2015-01-29,827.1968383789062
2015-01-30,818.2271728515625
2015-02-02,827.1968383789062
2015-02-03,828.1932983398438
2015-02-04,838.1595458984375
2015-02-05,836.6646728515625
2015-02-06,832.67822265625
2015-02-09,829.6882934570312
2015-02-10,831.1832275390625
2015-02-11,832.67822265625
2015-02-12,856.0989379882812
2015-02-13,847.6275634765625
2015-02-16,844.1393432617188
2015-02-17,844.1393432617188
2015-02-18,843.64111328125
2015-02-19,859.5869750976562
2015-02-20,849.620849609375
2015-02-23,859.5869750976562
2015-02-24,839.6546020507812
2015-02-25,862.5769653320312
2015-02-26,857.0955200195312
2015-02-27,874.0379638671875
2015-03-02,884.5025634765625
2015-03-03,867.559814453125
2015-03-04,959.7474365234376
2015-03-05,997.6192626953124
2015-03-06,970.2120971679688
2015-03-09,967.7205810546876
2015-03-10,963.7340087890624
2015-03-11,1009.5786743164062
2015-03-12,990.642822265625
2015-03-13,1006.5888061523438
2015-03-16,1010.5753784179688
2015-03-17,1011.5718994140624
2015-03-18,1016.5550537109376
2015-03-19,1008.5821533203124
2015-03-20,1031.5042724609375
2015-03-23,1021.5380859375
2015-03-24,1021.5380859375
2015-03-25,1016.5550537109376
2015-03-26,1031.5042724609375
2015-03-27,1018.5481567382812
2015-03-30,1039.4776611328125
2015-03-31,1018.5481567382812
2015-04-01,1015.5582885742188
2015-04-02,1034.4945068359375
2015-04-07,1033.49755859375
2015-04-08,1029.5113525390625
2015-04-09,1066.5513916015625
2015-04-10,1061.5675048828125
2015-04-13,1052.5966796875
2015-04-14,1045.6190185546875
2015-04-15,1079.5093994140625
2015-04-16,1068.5450439453125
2015-04-17,1055.5867919921875
2015-04-20,1062.564208984375
2015-04-21,1079.5093994140625
2015-04-22,1080.5062255859375
2015-04-23,1082.4998779296875
2015-04-24,1091.47119140625
2015-04-27,1107.4193115234375
2015-04-28,1072.5321044921875
2015-04-29,1151.2774658203125
2015-04-30,1185.16796875
2015-05-01,1152.2740478515625
2015-05-05,1140.31298828125
2015-05-06,1132.3385009765625
2015-05-07,1136.325927734375
2015-05-08,1154.2677001953125
2015-05-11,1179.18701171875
2015-05-12,1138.319580078125
2015-05-13,1133.3355712890625
2015-05-14,1127.354736328125
2015-05-15,1146.2935791015625
2015-05-18,1151.2774658203125
2015-05-19,1160.2481689453125
2015-05-20,1164.2354736328125
2015-05-21,1176.1968994140625
2015-05-22,1171.212890625
2015-05-26,1174.2034912109375
2015-05-27,1207.0970458984375
2015-05-28,1204.1065673828125
2015-05-29,1185.16796875
2015-06-01,1194.1387939453125
2015-06-02,1185.16796875
2015-06-03,1187.1612548828125
2015-06-04,1184.1710205078125
2015-06-05,1174.2034912109375
2015-06-08,1181.1805419921875
2015-06-09,1183.1744384765625
2015-06-10,1187.1612548828125
2015-06-11,1194.1387939453125
2015-06-12,1180.18408203125
2015-06-15,1166.2293701171875
2015-06-16,1178.1903076171875
2015-06-17,1161.245361328125
2015-06-18,1152.4720458984375
2015-06-19,1148.4842529296875
2015-06-22,1182.3804931640625
2015-06-23,1182.3804931640625
2015-06-24,1181.3834228515625
2015-06-25,1201.3226318359375
2015-06-26,1203.3165283203125
2015-06-29,1198.33154296875
2015-06-30,1179.3896484375
2015-07-01,1199.328369140625
2015-07-02,1167.426513671875
2015-07-03,1161.444580078125
2015-07-06,1154.4661865234375
2015-07-07,1144.49658203125
2015-07-08,1133.530029296875
2015-07-09,1143.4996337890625
2015-07-10,1131.536376953125
2015-07-13,1126.5511474609375
2015-07-14,1150.4781494140625
2015-07-15,1172.4111328125
2015-07-16,1174.405029296875
2015-07-17,1179.3896484375
2015-07-20,1189.359130859375
2015-07-21,1189.359130859375
2015-07-22,1193.3470458984375
2015-07-23,1186.3681640625
2015-07-24,1179.3896484375
2015-07-27,1164.4354248046875
2015-07-28,1180.38671875
2015-07-29,1281.0782470703125
2015-07-30,1336.9078369140625
2015-07-31,1350.86474609375
2015-08-03,1315.9715576171875
2015-08-04,1315.9715576171875
2015-08-05,1281.0782470703125
2015-08-06,1255.1575927734375
2015-08-07,1241.2005615234375
2015-08-10,1254.1607666015625
2015-08-11,1239.206787109375
2015-08-12,1201.3226318359375
2015-08-13,1213.286376953125
2015-08-14,1216.276611328125
2015-08-17,1207.3043212890625
2015-08-18,1207.3043212890625
2015-08-19,1185.371337890625
2015-08-20,1176.39892578125
2015-08-21,1142.502685546875
